chembl_id,ic50_value,units,pchembl_value,target_chembl_id,target_name,assay_chembl_id,activity_comment
CHEMBL361103,200,nM,6.7,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL874553,
CHEMBL7976,1410,nM,5.85,CHEMBL2039,Monoamine oxidase B,CHEMBL1003729,
CHEMBL1094278,300,nM,6.52,CHEMBL614361,T47D,CHEMBL1109973,
CHEMBL1097571,230,nM,6.64,CHEMBL614361,T47D,CHEMBL1109973,
CHEMBL121516,30,nM,7.52,CHEMBL387,MCF7,CHEMBL1109970,
CHEMBL1236726,190,nM,6.72,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3391053,
CHEMBL1688136,69000,nM,4.16,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688137,74000,nM,4.13,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688139,4200,nM,5.38,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688140,4500,nM,5.35,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688142,15000,nM,4.82,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688143,6000,nM,5.22,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688144,87000,nM,4.06,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688145,9500,nM,5.02,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688146,2400,nM,5.62,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688147,3100,nM,5.51,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688148,54000,nM,4.27,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688149,7200,nM,5.14,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688150,6200,nM,5.21,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688151,6200,nM,5.21,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688152,47000,nM,4.33,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688159,11000,nM,4.96,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688161,88000,nM,4.06,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688170,3000,nM,5.52,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688251,700,nM,6.16,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688252,400,nM,6.4,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688253,2300,nM,5.64,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688254,2300,nM,5.64,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3705908,232301
CHEMBL1688255,1500,nM,5.82,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688256,1400,nM,5.85,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688257,1400,nM,5.85,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3705908,232305
CHEMBL1688258,400,nM,6.4,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688259,450,nM,6.35,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688260,360,nM,6.44,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688261,3500,nM,5.46,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688262,869,nM,6.06,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3705908,232316
CHEMBL1688263,2500,nM,5.6,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688264,3200,nM,5.5,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688265,1400,nM,5.85,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688266,570,nM,6.24,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688267,980,nM,6.01,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688268,580,nM,6.24,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688269,730,nM,6.14,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688270,380,nM,6.42,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688271,660,nM,6.18,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688272,569,nM,6.25,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3705908,232313
CHEMBL1688273,400,nM,6.4,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688274,225,nM,6.65,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2,CHEMBL1838865,
CHEMBL1688275,390,nM,6.41,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688276,310,nM,6.51,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688277,1800,nM,5.75,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688278,2600,nM,5.58,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688279,2300,nM,5.64,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688280,1200,nM,5.92,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688281,1500,nM,5.82,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688282,2300,nM,5.64,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688283,2800,nM,5.55,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688284,8800,nM,5.06,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688285,8900,nM,5.05,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688286,49000,nM,4.31,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688287,47000,nM,4.33,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688293,17000,nM,4.77,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688296,29000,nM,4.54,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688297,10600,nM,4.97,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3705908,232355
CHEMBL1688300,33000,nM,4.48,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688303,170,nM,6.77,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688304,1300,nM,5.89,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1688305,16000,nM,4.8,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694433,
CHEMBL1689394,61,nM,7.21,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694393,
CHEMBL1689395,71,nM,7.15,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694393,
CHEMBL1689396,160,nM,6.8,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694393,
CHEMBL1689397,170,nM,6.77,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694393,
CHEMBL1689398,6.2,nM,8.21,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694393,
CHEMBL1689399,15,nM,7.82,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694393,
CHEMBL1689400,18,nM,7.75,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694393,
CHEMBL1689401,39,nM,7.41,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694393,
CHEMBL1689402,28,nM,7.55,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694393,
CHEMBL1689403,14,nM,7.85,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694393,
CHEMBL1689404,2300,nM,5.64,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1694393,
CHEMBL178578,1700,nM,5.77,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL874553,
CHEMBL1818538,100,nM,7,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2383516,
CHEMBL182051,30000,nM,4.52,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL874553,
CHEMBL1909836,1060,nM,5.97,CHEMBL615023,U2OS,CHEMBL1912498,
CHEMBL191334,3.5,nM,8.46,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2,CHEMBL4201979,
CHEMBL2059299,2420,nM,5.62,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2,CHEMBL2060736,
CHEMBL2059300,2.2,nM,8.66,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2,CHEMBL2060736,
CHEMBL2059435,1,nM,9,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2,CHEMBL3363505,
CHEMBL207202,2390,nM,5.62,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL868168,
CHEMBL207255,850,nM,6.07,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL854219,
CHEMBL207332,250,nM,6.6,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL865541,
CHEMBL207364,787,nM,6.1,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL868168,
CHEMBL207505,13300,nM,4.88,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL854219,
CHEMBL207541,5400,nM,5.27,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL868168,
CHEMBL207845,1040,nM,5.98,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL854219,
CHEMBL208007,2150,nM,5.67,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL854219,
CHEMBL208020,4350,nM,5.36,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL854219,
CHEMBL208554,810,nM,6.09,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL865541,
CHEMBL208562,546,nM,6.26,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL868168,
CHEMBL208625,11600,nM,4.94,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL865541,
CHEMBL2089149,11100,nM,4.96,CHEMBL614894,SAOS-2,CHEMBL2091390,
CHEMBL2089150,61800,nM,4.21,CHEMBL614894,SAOS-2,CHEMBL2091390,
CHEMBL2089151,3500,nM,5.46,CHEMBL615023,U2OS,CHEMBL2091391,
CHEMBL2089152,6590,nM,5.18,CHEMBL614894,SAOS-2,CHEMBL2091390,
CHEMBL2089153,2610,nM,5.58,CHEMBL615023,U2OS,CHEMBL2091391,
CHEMBL2089200,12700,nM,4.9,CHEMBL614894,SAOS-2,CHEMBL2091390,
CHEMBL2089201,6480,nM,5.19,CHEMBL614894,SAOS-2,CHEMBL2091390,
CHEMBL2089203,5690,nM,5.25,CHEMBL615023,U2OS,CHEMBL2091391,
CHEMBL2089204,9440,nM,5.03,CHEMBL392,A549,CHEMBL2091392,
CHEMBL2089205,20000,nM,4.7,CHEMBL614894,SAOS-2,CHEMBL2091390,
CHEMBL2089206,19100,nM,4.72,CHEMBL614894,SAOS-2,CHEMBL2091390,
CHEMBL2089207,25500,nM,4.59,CHEMBL614894,SAOS-2,CHEMBL2091390,
CHEMBL2089208,7530,nM,5.12,CHEMBL615023,U2OS,CHEMBL2091391,
CHEMBL2089209,19400,nM,4.71,CHEMBL392,A549,CHEMBL2091392,
CHEMBL2089210,11000,nM,4.96,CHEMBL614894,SAOS-2,CHEMBL2091390,
CHEMBL2089211,9230,nM,5.04,CHEMBL614894,SAOS-2,CHEMBL2091390,
CHEMBL2089320,33900,nM,4.47,CHEMBL615023,U2OS,CHEMBL2091391,
CHEMBL2089321,67600,nM,4.17,CHEMBL615023,U2OS,CHEMBL2091391,
CHEMBL208999,2700,nM,5.57,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL865541,
CHEMBL209156,10200,nM,4.99,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL854219,
CHEMBL209169,510,nM,6.29,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL854219,
CHEMBL209201,2700,nM,5.57,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL868168,
CHEMBL210151,700,nM,6.16,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL854219,
CHEMBL210409,2820,nM,5.55,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL854219,
CHEMBL210443,3330,nM,5.48,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL854219,
CHEMBL210545,394,nM,6.41,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL868168,
CHEMBL210853,2600,nM,5.58,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL865541,
CHEMBL210913,1110,nM,5.96,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL854219,
CHEMBL211045,104.5,nM,6.98,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3820275,
CHEMBL212568,19000,nM,4.72,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL865541,
CHEMBL212747,12200,nM,4.91,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL865541,
CHEMBL2151052,7100,nM,5.15,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2156543,
CHEMBL2152318,2700,nM,5.57,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2156543,
CHEMBL2152319,1800,nM,5.75,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2156543,
CHEMBL2152320,260,nM,6.58,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2156543,
CHEMBL2152321,3100,nM,5.51,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2156543,
CHEMBL2152322,9500,nM,5.02,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2156543,
CHEMBL2152323,3000,nM,5.52,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2156543,
CHEMBL2152324,840,nM,6.08,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2156543,
CHEMBL2152325,4400,nM,5.36,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2156543,
CHEMBL2152326,340,nM,6.47,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2156543,
CHEMBL2152327,1100,nM,5.96,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2156543,
CHEMBL2152328,1800,nM,5.75,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2156543,
CHEMBL2152329,1200,nM,5.92,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2156543,
CHEMBL2152330,140,nM,6.85,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2156543,
CHEMBL2152331,160,nM,6.8,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2156543,
CHEMBL2152332,108,nM,6.97,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL4019946,
CHEMBL2177203,76,nM,7.12,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2,CHEMBL2182642,
CHEMBL2177813,34,nM,7.47,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2,CHEMBL2182642,
CHEMBL2180122,8720,nM,5.06,CHEMBL392,A549,CHEMBL2184824,
CHEMBL223723,13100,nM,4.88,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2447327,
CHEMBL225454,19600,nM,4.71,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2447327,
CHEMBL2347375,9.4,nM,8.03,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2351555,
CHEMBL2347376,290,nM,6.54,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2351555,
CHEMBL2347377,140,nM,6.85,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2351555,
CHEMBL2347378,2900,nM,5.54,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2351555,
CHEMBL2347379,8100,nM,5.09,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2351555,
CHEMBL2347380,1800,nM,5.75,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2351555,
CHEMBL2347381,1900,nM,5.72,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2351555,
CHEMBL2347382,2100,nM,5.68,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2351555,
CHEMBL2347383,86,nM,7.07,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2351555,
CHEMBL2347384,11700,nM,4.93,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2351555,
CHEMBL2347385,1800,nM,5.75,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2351555,
CHEMBL2347387,1400,nM,5.85,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2351555,
CHEMBL2347388,880,nM,6.06,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2351555,
CHEMBL2347389,100,nM,7,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2351555,
CHEMBL2347390,9900,nM,5,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2351555,
CHEMBL2347391,1300,nM,5.89,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2351555,
CHEMBL2347392,7400,nM,5.13,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2351555,
CHEMBL2347393,610,nM,6.21,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2351555,
CHEMBL2347394,70,nM,7.16,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2351555,
CHEMBL2347397,14100,nM,4.85,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2351555,
CHEMBL2347398,5400,nM,5.27,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2351555,
CHEMBL2347399,1000,nM,6,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2351555,
CHEMBL2347401,1800,nM,5.75,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2351555,
CHEMBL2347403,1500,nM,5.82,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2351555,
CHEMBL2381406,100,nM,7,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2383516,
CHEMBL2381408,100,nM,7,CHEMBL612518,LNCaP,CHEMBL3413429,
CHEMBL2386346,18,nM,7.75,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2389364,
CHEMBL239274,49000,nM,4.31,CHEMBL3471,Human immunodeficiency virus type 1 integrase,CHEMBL888080,
CHEMBL2396674,5.6,nM,8.25,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3705138,246807
CHEMBL2397153,21300,nM,4.67,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2399741,
CHEMBL2397154,22200,nM,4.65,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2399741,
CHEMBL2397155,8510,nM,5.07,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2399741,
CHEMBL2398472,9.8,nM,8.01,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2401075,
CHEMBL2398473,7.1,nM,8.15,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2401075,
CHEMBL2398474,8.2,nM,8.09,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2401075,
CHEMBL2398475,8.8,nM,8.06,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2401075,
CHEMBL2398476,8.4,nM,8.08,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2401075,
CHEMBL2398477,16.3,nM,7.79,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2401075,
CHEMBL2398478,11.1,nM,7.96,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2401075,
CHEMBL2398479,7.6,nM,8.12,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2401075,
CHEMBL2402573,9,nM,8.05,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL5164639,
CHEMBL2402574,74,nM,7.13,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2406002,
CHEMBL2402729,56,nM,7.25,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2406002,
CHEMBL2402730,42,nM,7.38,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2406002,
CHEMBL2402731,22,nM,7.66,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2406002,
CHEMBL2402732,23,nM,7.64,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2406002,
CHEMBL2402733,22,nM,7.66,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2406002,
CHEMBL2402734,20,nM,7.7,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2406002,
CHEMBL2402735,21,nM,7.68,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2406002,
CHEMBL2402736,25,nM,7.6,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2406002,
CHEMBL2402737,6,nM,8.22,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2406002,
CHEMBL2430323,232.5,nM,6.63,CHEMBL4630,Serine/threonine-protein kinase Chk1,CHEMBL2432952,
CHEMBL2430324,838.4,nM,6.08,CHEMBL4484,Casein kinase I delta,CHEMBL2432951,
CHEMBL2440442,10700,nM,4.97,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2447327,
CHEMBL2440443,1500,nM,5.82,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2447327,
CHEMBL2440444,11900,nM,4.92,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2447327,
CHEMBL2440448,17500,nM,4.76,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2447327,
CHEMBL2443382,49500,nM,4.3,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2447327,
CHEMBL2443387,15000,nM,4.82,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2447327,
CHEMBL2443390,32000,nM,4.5,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2447327,
CHEMBL2443391,8400,nM,5.08,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2447327,
CHEMBL2443392,12300,nM,4.91,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2447327,
CHEMBL3093509,3500,nM,5.46,CHEMBL394,HCT-116,CHEMBL3097451,
CHEMBL3093510,8000,nM,5.1,CHEMBL394,HCT-116,CHEMBL3097451,
CHEMBL3093514,1900,nM,5.72,CHEMBL394,HCT-116,CHEMBL3097451,
CHEMBL3093515,1600,nM,5.8,CHEMBL394,HCT-116,CHEMBL3097451,
CHEMBL3093521,12700,nM,4.9,CHEMBL394,HCT-116,CHEMBL3097451,
CHEMBL3093523,17300,nM,4.76,CHEMBL394,HCT-116,CHEMBL3097451,
CHEMBL3093524,5300,nM,5.28,CHEMBL394,HCT-116,CHEMBL3097451,
CHEMBL3093526,4300,nM,5.37,CHEMBL394,HCT-116,CHEMBL3097451,
CHEMBL3093533,1500,nM,5.82,CHEMBL394,HCT-116,CHEMBL3097451,
CHEMBL3093544,18500,nM,4.73,CHEMBL394,HCT-116,CHEMBL3097451,
CHEMBL3093545,2500,nM,5.6,CHEMBL394,HCT-116,CHEMBL3097451,
CHEMBL3125513,1.3,nM,8.89,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3132470,
CHEMBL3125514,0.5,nM,9.3,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3132470,
CHEMBL3125515,0.7,nM,9.15,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3132470,
CHEMBL3125516,0.9,nM,9.05,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3132470,
CHEMBL3125517,0.2,nM,9.7,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3132470,
CHEMBL3125518,0.2,nM,9.7,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3132470,
CHEMBL3125519,0.2,nM,9.7,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3132470,
CHEMBL3125520,0.2,nM,9.7,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2,CHEMBL3888180,378786
CHEMBL3125521,4.4,nM,8.36,CHEMBL2366298,SJSA-1,CHEMBL3132471,
CHEMBL3125522,0.3,nM,9.52,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3132470,
CHEMBL3125523,1.3,nM,8.89,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3132470,
CHEMBL3125524,0.3,nM,9.52,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3132470,
CHEMBL3125525,0.2,nM,9.7,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3132470,
CHEMBL3125526,0.2,nM,9.7,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3132470,
CHEMBL3125527,1.1,nM,8.96,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3132469,
CHEMBL3125528,0.2,nM,9.7,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3132470,
CHEMBL3125529,0.2,nM,9.7,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3132470,
CHEMBL3125530,0.3,nM,9.52,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3132470,
CHEMBL3125531,0.2,nM,9.7,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3132470,
CHEMBL3125532,0.3,nM,9.52,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3132470,
CHEMBL3125533,8.1,nM,8.09,CHEMBL2366298,SJSA-1,CHEMBL3132471,
CHEMBL3125534,4.3,nM,8.37,CHEMBL2366298,SJSA-1,CHEMBL3132471,
CHEMBL3125535,0.6,nM,9.22,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3132470,
CHEMBL3125536,0.5,nM,9.3,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3132470,
CHEMBL3125537,1.1,nM,8.96,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3243059,
CHEMBL3125538,4.8,nM,8.32,CHEMBL2366298,SJSA-1,CHEMBL3132471,
CHEMBL3125539,0.2,nM,9.7,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3132470,
CHEMBL3125540,0.4,nM,9.4,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3132470,
CHEMBL3125697,0.2,nM,9.7,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3132470,
CHEMBL3125698,3.4,nM,8.47,CHEMBL2366298,SJSA-1,CHEMBL3132471,
CHEMBL3125699,0.9,nM,9.05,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3132470,
CHEMBL3125700,0.3,nM,9.52,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3132470,
CHEMBL3125701,4,nM,8.4,CHEMBL2366298,SJSA-1,CHEMBL3132471,
CHEMBL3125702,0.6,nM,9.22,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3132470,
CHEMBL3125703,1.4,nM,8.85,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3132470,
CHEMBL3125704,1,nM,9,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3132470,
CHEMBL3125705,1,nM,9,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2,CHEMBL3888180,378564
CHEMBL3125706,0.4,nM,9.4,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3132470,
CHEMBL3125707,0.7,nM,9.15,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3132470,
CHEMBL3125708,1.2,nM,8.92,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3132470,
